"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 4",11.290039,8.31,14.27,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Black or African American","2.0 to 2.4"
"Category 5",16.297727,12.7,19.89,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Black or African American","2.5 to 2.9"
"Category 6",36.051906,30.92,41.18,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Black or African American","3.0 to 3.4"
"Category 7",34.880035,30.47,39.29,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Black or African American","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","0.5 to 0.9"
"Category 2",0.346303,0.06,0.63,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","1.0 to 1.4"
"Category 3",1.552071,0.61,2.49,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","1.5 to 1.9"
"Category 4",7.656312,5.8,9.51,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","2.0 to 2.4"
"Category 5",11.94092,9.57,14.31,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","2.5 to 2.9"
"Category 6",35.110248,31.46,38.76,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","3.0 to 3.4"
"Category 7",43.337545,38.78,47.89,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Hispanic or Latino","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","1.5 to 1.9"
"Category 4",4.288336,1.54,7.04,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","2.0 to 2.4"
"Category 5",6.792963,3.33,10.26,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","2.5 to 2.9"
"Category 6",25.587216,17.61,33.56,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","3.0 to 3.4"
"Category 7",63.170498,53.87,72.47,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Asian","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","1.5 to 1.9"
"Category 4",3.422278,-2.26,9.11,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","2.0 to 2.4"
"Category 5",3.845184,-1.02,8.71,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","2.5 to 2.9"
"Category 6",39.156258,19.59,58.72,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","3.0 to 3.4"
"Category 7",53.57628,31.93,75.22,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native American","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","1.5 to 1.9"
"Category 4",11.022141,-12.77,34.81,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","2.0 to 2.4"
"Category 5",13.714199,-5.6,33.02,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","2.5 to 2.9"
"Category 6",36.803407,11.69,61.92,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","3.0 to 3.4"
"Category 7",28.51376,4.26,52.76,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","Native Hawaiian/Pacific Islander","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","1.0 to 1.4"
"Category 3",1.548306,-0.87,3.96,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","1.5 to 1.9"
"Category 4",4.67544,1.24,8.11,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","2.0 to 2.4"
"Category 5",9.529995,5.7,13.36,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","2.5 to 2.9"
"Category 6",35.770134,26.01,45.53,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","3.0 to 3.4"
"Category 7",48.222921,38.31,58.14,"Other","High School GPA",7,"Race/Ethnicity","dmalwq","B2 Percentages","More than one race","3.5 to 4.0"
"Category 1",0.012338,0,0.02,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.152475,0.11,0.2,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.78497,0.62,0.95,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.5 to 1.9"
"Category 4",4.871829,4.6,5.15,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.0 to 2.4"
"Category 5",9.894436,9.51,10.28,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.817833,30.19,31.45,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.0 to 3.4"
"Category 7",53.46612,52.68,54.25,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",0.405118,0.04,0.77,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",1.032277,0.36,1.71,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",7.695063,6.19,9.2,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",13.693286,11.48,15.91,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",33.460667,30.23,36.69,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",43.697317,39.93,47.47,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",0.01894,0,0.04,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.214752,0.13,0.3,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.0 to 1.4"
"Category 3",0.912037,0.67,1.15,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.5 to 1.9"
"Category 4",6.600007,5.95,7.25,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.0 to 2.4"
"Category 5",12.088597,11.17,13.01,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.5 to 2.9"
"Category 6",34.743469,33.6,35.89,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.0 to 3.4"
"Category 7",45.422198,44.05,46.79,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.5 to 4.0"
"Category 1",0.008154,-0.01,0.02,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.131333,0.06,0.2,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",0.689484,0.54,0.84,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",4.342846,4.02,4.67,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",9.296638,8.87,9.72,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",30.042766,29.32,30.77,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",55.488778,54.63,56.35,"Total","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",0.028526,0,0.05,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.409029,0.26,0.56,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.0 to 1.4"
"Category 3",1.799059,1.43,2.17,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.5 to 1.9"
"Category 4",10.211501,9.42,11.01,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.0 to 2.4"
"Category 5",16.287663,15.36,17.21,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.5 to 2.9"
"Category 6",36.651149,35.34,37.96,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.0 to 3.4"
"Category 7",34.613074,33.2,36.02,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",0.771766,-0.12,1.67,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",1.727429,0.74,2.71,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",11.944066,9.12,14.77,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",16.908885,12.94,20.88,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",37.070252,31.91,42.23,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",31.577604,26.33,36.83,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.303414,0.13,0.48,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.0 to 1.4"
"Category 3",1.888967,1.27,2.51,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.5 to 1.9"
"Category 4",11.740041,10.13,13.35,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.0 to 2.4"
"Category 5",17.431261,15.69,19.17,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.5 to 2.9"
"Category 6",36.23419,34.05,38.41,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.0 to 3.4"
"Category 7",32.353099,30.18,34.52,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.5 to 4.0"
"Category 1",0.020381,0,0.04,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.421646,0.2,0.64,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",1.69483,1.19,2.2,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",9.070598,7.92,10.22,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",15.270111,14.13,16.41,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",36.804085,35.17,38.44,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",36.718349,35.04,38.39,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.082128,0.01,0.15,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.441179,0.32,0.56,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.5 to 1.9"
"Category 4",3.38369,3.09,3.68,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.630037,8.19,9.07,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.308985,29.65,30.97,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.0 to 3.4"
"Category 7",57.152835,56.38,57.92,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",0.462614,0.12,0.8,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",4.766218,3.19,6.34,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",11.579693,8.64,14.52,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",32.50933,28.23,36.78,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",50.367621,46.17,54.56,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.12131,0.03,0.21,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.0 to 1.4"
"Category 3",0.459889,0.23,0.69,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","1.5 to 1.9"
"Category 4",4.15688,3.55,4.76,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.0 to 2.4"
"Category 5",10.021653,8.77,11.28,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","2.5 to 2.9"
"Category 6",33.966352,32.62,35.32,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.0 to 3.4"
"Category 7",51.273916,49.56,52.99,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","High school","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.055676,-0.06,0.17,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",0.4666,0.3,0.63,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",3.041083,2.69,3.4,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",8.012978,7.53,8.49,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",28.988341,28.12,29.85,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",59.435322,58.54,60.33,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",0.0222,0,0.05,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.136386,0.07,0.2,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.827247,0.38,1.28,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","1.5 to 1.9"
"Category 4",4.575604,3.98,5.18,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.706381,7.88,9.53,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","2.5 to 2.9"
"Category 6",28.695134,27.09,30.3,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.0 to 3.4"
"Category 7",57.037049,54.87,59.21,"Other","High School GPA",7,"Parents' Highest Education Level","oybhwt","B2 Percentages","Total","3.5 to 4.0"
