"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 2",0.299888,-0.03,0.63,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","1.0 to 1.4"
"Category 3",0.850533,0.36,1.34,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","1.5 to 1.9"
"Category 4",9.810625,7.58,12.04,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","2.0 to 2.4"
"Category 5",16.939634,14.05,19.83,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","2.5 to 2.9"
"Category 6",34.846365,30.69,39,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","3.0 to 3.4"
"Category 7",37.197594,33.55,40.85,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Black or African American","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","0.5 to 0.9"
"Category 2",0.305157,0.09,0.52,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","1.0 to 1.4"
"Category 3",1.312728,0.56,2.07,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","1.5 to 1.9"
"Category 4",7.204414,5.57,8.84,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","2.0 to 2.4"
"Category 5",11.715038,9.56,13.87,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","2.5 to 2.9"
"Category 6",33.078348,29.67,36.49,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","3.0 to 3.4"
"Category 7",46.342593,42.41,50.28,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Hispanic or Latino","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","1.5 to 1.9"
"Category 4",2.689693,1.04,4.34,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","2.0 to 2.4"
"Category 5",4.916216,2.7,7.13,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","2.5 to 2.9"
"Category 6",23.386389,17.8,28.97,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","3.0 to 3.4"
"Category 7",68.843964,62.52,75.17,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Asian","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","1.5 to 1.9"
"Category 4",3.505502,-1.65,8.66,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","2.0 to 2.4"
"Category 5",4.835912,0.91,8.76,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","2.5 to 2.9"
"Category 6",48.916143,24.51,73.32,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","3.0 to 3.4"
"Category 7",42.742443,19.7,65.78,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native American","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","1.0 to 1.4"
"Category 3",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","1.5 to 1.9"
"Category 4",8.467826,-4.99,21.93,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","2.0 to 2.4"
"Category 5",12.124018,0.15,24.1,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","2.5 to 2.9"
"Category 6",30.289288,12.3,48.28,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","3.0 to 3.4"
"Category 7",43.646671,24.17,63.13,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","Native Hawaiian/Pacific Islander","3.5 to 4.0"
"Category 1",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","0.5 to 0.9"
"Category 2",NA,NA,NA,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","1.0 to 1.4"
"Category 3",4.60586,-0.44,9.65,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","1.5 to 1.9"
"Category 4",3.96443,1.58,6.35,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","2.0 to 2.4"
"Category 5",8.25801,5.51,11.01,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","2.5 to 2.9"
"Category 6",30.650337,24.77,36.53,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","3.0 to 3.4"
"Category 7",52.387933,45.17,59.6,"Other","High School GPA",7,"Race/Ethnicity","mvxsbr","B2 Percentages","More than one race","3.5 to 4.0"
"Category 1",0.012338,0,0.02,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.152475,0.11,0.2,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.78497,0.62,0.95,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.5 to 1.9"
"Category 4",4.871829,4.6,5.15,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.0 to 2.4"
"Category 5",9.894436,9.51,10.28,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.817833,30.19,31.45,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.0 to 3.4"
"Category 7",53.46612,52.68,54.25,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",0.397339,0.06,0.73,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",1.107721,0.44,1.77,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",7.485013,6.03,8.94,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",13.503093,11.35,15.66,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",33.695266,30.54,36.85,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",43.754962,40.14,47.37,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",0.016289,0,0.03,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.206958,0.13,0.28,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.0 to 1.4"
"Category 3",1.18322,0.67,1.69,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.5 to 1.9"
"Category 4",6.494965,5.86,7.13,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.0 to 2.4"
"Category 5",12.064339,11.2,12.93,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.5 to 2.9"
"Category 6",34.096051,33.02,35.17,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.0 to 3.4"
"Category 7",45.938178,44.52,47.36,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.5 to 4.0"
"Category 1",0.007261,0,0.02,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.109782,0.05,0.16,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",0.582508,0.45,0.71,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",3.949702,3.65,4.25,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",8.653076,8.27,9.03,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",29.134763,28.4,29.87,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",57.562908,56.7,58.42,"Total","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",0.028526,0,0.05,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.409029,0.26,0.56,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.0 to 1.4"
"Category 3",1.799059,1.43,2.17,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.5 to 1.9"
"Category 4",10.211501,9.42,11.01,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.0 to 2.4"
"Category 5",16.287663,15.36,17.21,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.5 to 2.9"
"Category 6",36.651149,35.34,37.96,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.0 to 3.4"
"Category 7",34.613074,33.2,36.02,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",0.748298,-0.11,1.61,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",2.305075,0.79,3.82,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",11.580878,8.81,14.36,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",16.924589,13.05,20.8,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",36.964541,31.79,42.14,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",31.476619,26.47,36.48,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.321815,0.15,0.5,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.0 to 1.4"
"Category 3",1.896779,1.29,2.5,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.5 to 1.9"
"Category 4",11.707575,10.08,13.33,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.0 to 2.4"
"Category 5",17.421939,15.78,19.07,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.5 to 2.9"
"Category 6",36.234727,34.02,38.45,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.0 to 3.4"
"Category 7",32.369657,29.98,34.76,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.5 to 4.0"
"Category 1",0.019448,0,0.04,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.422237,0.21,0.64,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",1.662961,1.18,2.15,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",9.000847,7.87,10.14,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",15.424714,14.28,16.57,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",36.893053,35.35,38.44,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",36.57674,34.98,38.18,"Public 2-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.082128,0.01,0.15,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.441179,0.32,0.56,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.5 to 1.9"
"Category 4",3.38369,3.09,3.68,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.630037,8.19,9.07,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.308985,29.65,30.97,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.0 to 3.4"
"Category 7",57.152835,56.38,57.92,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.0 to 1.4"
"Category 3",0.447253,0.12,0.78,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","1.5 to 1.9"
"Category 4",4.60796,3.09,6.12,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.0 to 2.4"
"Category 5",11.489268,8.67,14.31,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","2.5 to 2.9"
"Category 6",32.48709,28.32,36.65,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.0 to 3.4"
"Category 7",50.664349,46.59,54.74,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Middle school/junior high","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","0.5 to 0.9"
"Category 2",0.120795,0.03,0.21,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.0 to 1.4"
"Category 3",0.467081,0.23,0.7,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","1.5 to 1.9"
"Category 4",4.22467,3.65,4.8,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.0 to 2.4"
"Category 5",9.963446,8.8,11.13,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","2.5 to 2.9"
"Category 6",33.774755,32.48,35.07,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.0 to 3.4"
"Category 7",51.449252,49.82,53.07,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","High school","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","0.5 to 0.9"
"Category 2",0.051634,-0.05,0.15,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.0 to 1.4"
"Category 3",0.430083,0.29,0.57,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","1.5 to 1.9"
"Category 4",2.95624,2.62,3.29,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.0 to 2.4"
"Category 5",7.892223,7.46,8.32,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","2.5 to 2.9"
"Category 6",28.73503,27.95,29.52,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.0 to 3.4"
"Category 7",59.933095,59.1,60.76,"Public 4-year","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","College or beyond","3.5 to 4.0"
"Category 1",0.0222,0,0.05,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.136386,0.07,0.2,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.827247,0.38,1.28,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","1.5 to 1.9"
"Category 4",4.575604,3.98,5.18,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.706381,7.88,9.53,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","2.5 to 2.9"
"Category 6",28.695134,27.09,30.3,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.0 to 3.4"
"Category 7",57.037049,54.87,59.21,"Other","High School GPA",7,"Parents' Highest Education Level","rinfpz","B2 Percentages","Total","3.5 to 4.0"
